date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:36	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:39%20GMT	https://dompet.dexignlab.com/doc/Popover%20requires%20tooltip.js	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/doc/Popover%20requires%20tooltip.js	(from https://dompet.dexignlab.com/doc/js/bootstrap.min.js)
13:05:36	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:39%20GMT	https://dompet.dexignlab.com/doc/images/loading.gif	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/doc/images/loading.gif	(from https://dompet.dexignlab.com/doc/js/load.js)
13:05:36	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:40%20GMT	https://dompet.dexignlab.com/doc/cdnjs.cloudflare.com/ajax/libs/jquery-mousewheel/3.1.13/jquery.mousewheel.min.js	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/doc/cdnjs.cloudflare.com/ajax/libs/jquery-mousewheel/3.1.13/jquery.mousewheel.min.js	(from https://dompet.dexignlab.com/doc/js/scrollbar.min.js)
13:05:37	13337/13337	---MCZ	200	added ('OK')	text/css	etag:W/%223419-58dde99508380%22	https://dompet.dexignlab.com/xhtml/icons/simple-line-icons/css/simple-line-icons.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/simple-line-icons/css/simple-line-icons.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:37	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%22e7a9-5d39381bf3b80%22	https://dompet.dexignlab.com/xhtml/icons/font-awesome/css/all.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/font-awesome/css/all.min.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:37	141765/141765	---MCZ	200	added ('OK')	text/css	etag:W/%22229c5-58dde99508380%22	https://dompet.dexignlab.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/material-design-iconic-font/css/materialdesignicons.min.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:37	17527/17527	---MCZ	200	added ('OK')	text/css	etag:W/%224477-58dde99508380%22	https://dompet.dexignlab.com/xhtml/icons/themify-icons/css/themify-icons.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/themify-icons/css/themify-icons.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:38	89729/89729	---MCZ	200	added ('OK')	text/css	etag:W/%2215e81-596c0603c3900%22	https://dompet.dexignlab.com/xhtml/icons/line-awesome/css/line-awesome.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/line-awesome/css/line-awesome.min.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:38	8721/8721	---MCZ	200	added ('OK')	text/css	etag:W/%222211-58eadd266eb80%22	https://dompet.dexignlab.com/xhtml/icons/avasta/css/style.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/avasta/css/style.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:38	20439/20439	---MCZ	200	added ('OK')	text/css	etag:W/%224fd7-5ae8fe939f800%22	https://dompet.dexignlab.com/xhtml/icons/flaticon/flaticon.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/flaticon/flaticon.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:38	5591/5591	---MCZ	200	added ('OK')	text/css	etag:W/%2215d7-5bc2ce9e16900%22	https://dompet.dexignlab.com/xhtml/icons/flaticon_1/flaticon_1.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/flaticon_1/flaticon_1.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:38	106765/106765	---MCZ	200	added ('OK')	text/css	etag:W/%221a10d-5b786c53a8280%22	https://dompet.dexignlab.com/xhtml/icons/icomoon/icomoon.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/icomoon/icomoon.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:39	63666/63666	---MCZ	200	added ('OK')	text/css	etag:W/%22f8b2-1c600efab6f00%22	https://dompet.dexignlab.com/xhtml/icons/bootstrap-icons/font/bootstrap-icons.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/icons/bootstrap-icons/font/bootstrap-icons.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:39	57997/57997	---MCZ	200	added ('OK')	text/css	etag:W/%22e28d-58dde99508380%22	https://dompet.dexignlab.com/xhtml/vendor/animate/animate.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/animate/animate.min.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
